sale_id,sale_date,product_id,customer_id,total,rating,G total
4871,2023-11-16,3,65,5,4,250
6788,2024-01-21,2,65,18,4,900
8041,2024-03-03,3,65,5,5,250
9084,2024-04-26,1,65,7,5,350
79,2023-01-10,8,65,15,5,750
521,2023-02-20,15,65,7,5,350
750,2023-03-10,10,65,36,5,1800
876,2023-03-21,27,65,4,5,200
1414,2023-05-09,5,65,9,4,450
1757,2023-06-08,19,65,6,4,300
2516,2023-08-23,24,65,10,4,500
3226,2023-09-21,21,65,13,5,650
3765,2023-10-08,2,65,18,4,900
4053,2023-10-18,11,65,11,5,550
4237,2023-10-25,11,65,11,5,550
4790,2023-11-13,8,65,15,5,750
5007,2023-11-20,11,65,11,5,550
5431,2023-12-04,11,65,11,5,550
7626,2024-02-19,4,65,12,5,600
8240,2024-03-10,1,65,7,4,350
8387,2024-03-15,2,65,18,4,900
8446,2024-03-17,2,65,18,5,900
8463,2024-03-17,4,65,12,5,600
9075,2024-04-25,2,65,18,5,900
9675,2024-07-03,4,65,12,5,600
10154,2024-09-04,3,65,5,5,250
340,2023-02-02,7,65,30,4,1500
1081,2023-04-09,13,65,9,4,450
1145,2023-04-15,9,65,14,5,700
2744,2023-09-05,24,65,10,5,500
2978,2023-09-12,24,65,10,4,500
3333,2023-09-24,22,65,8,4,400
3445,2023-09-28,21,65,13,4,650
3609,2023-10-02,24,65,10,4,500
3868,2023-10-12,2,65,18,4,900
3944,2023-10-14,7,65,30,4,1500
6320,2024-01-04,14,65,6.4,5,320
10155,2024-09-04,3,65,5,4,250
3154,2023-09-18,24,65,10,4,500
5905,2023-12-21,14,65,6.4,4,320
1885,2023-06-23,1,65,7,4,350
5120,2023-11-25,5,65,9,5,450
5454,2023-12-05,11,65,11,4,550
162,2023-01-18,11,65,11,4,550
3187,2023-09-19,24,65,10,5,500
286,2023-01-29,26,66,18,4,900
711,2023-03-06,28,66,6,5,300
836,2023-03-17,12,66,6,5,300
1389,2023-05-07,4,66,12,4,600
1552,2023-05-21,27,66,4,4,200
2345,2023-08-06,24,66,10,5,500
2777,2023-09-06,24,66,10,5,500
4735,2023-11-11,11,66,11,4,550
6370,2024-01-06,14,66,6.4,4,320
6592,2024-01-14,1,66,7,5,350
7362,2024-02-11,1,66,7,5,350
7363,2024-02-11,2,66,18,5,900
9983,2024-08-12,3,66,5,5,250
320,2023-02-01,2,66,18,4,900
577,2023-02-24,17,66,12,5,600
932,2023-03-28,19,66,6,5,300
1208,2023-04-22,10,66,36,5,1800
3654,2023-10-04,7,66,30,4,1500
3883,2023-10-12,8,66,15,5,750
4892,2023-11-17,5,66,9,4,450
4989,2023-11-20,3,66,5,4,250
6544,2024-01-12,3,66,5,4,250
9688,2024-07-05,2,66,18,4,900
10323,2024-09-25,2,66,18,5,900
352,2023-02-03,9,66,14,4,700
4451,2023-11-02,9,66,14,5,700
4839,2023-11-15,2,66,18,5,900
6906,2024-01-25,4,66,12,5,600
8303,2024-03-12,2,66,18,4,900
9372,2024-05-25,4,66,12,5,600
9766,2024-07-17,2,66,18,4,900
2506,2023-08-22,24,66,10,5,500
3468,2023-09-28,24,66,10,5,500
4682,2023-11-10,4,66,12,5,600
5046,2023-11-22,3,66,5,5,250
4647,2023-11-09,1,66,7,5,350
530,2023-02-21,16,66,10,5,500
3075,2023-09-16,22,66,8,4,400
3270,2023-09-22,22,66,8,4,400
4496,2023-11-04,2,66,18,5,900
7333,2024-02-10,2,66,18,5,900
621,2023-02-28,24,67,10,5,500
1762,2023-06-09,5,67,9,4,450
2916,2023-09-10,23,67,5,5,250
2945,2023-09-11,22,67,8,4,400
3039,2023-09-15,22,67,8,5,400
3331,2023-09-24,22,67,8,4,400
3428,2023-09-27,23,67,5,4,250
3821,2023-10-10,5,67,9,5,450
5251,2023-11-29,11,67,11,5,550
6704,2024-01-18,2,67,18,4,900
7935,2024-03-01,2,67,18,4,900
9051,2024-04-22,3,67,5,5,250
492,2023-02-16,17,67,12,5,600
2400,2023-08-11,24,67,10,4,500
3608,2023-10-02,24,67,10,4,500
4904,2023-11-17,9,67,14,4,700
5100,2023-11-24,6,67,24,5,1200
5508,2023-12-08,1,67,7,4,350
8407,2024-03-16,1,67,7,5,350
8819,2024-03-30,2,67,18,4,900
9635,2024-06-29,3,67,5,4,250
269,2023-01-27,20,67,16,4,800
338,2023-02-02,5,67,9,4,450
428,2023-02-11,12,67,6,4,300
6531,2024-01-12,2,67,18,5,900
10261,2024-09-18,1,67,7,4,350
6340,2024-01-05,14,67,6.4,4,320
6798,2024-01-21,3,67,5,5,250
5943,2023-12-22,14,67,6.4,5,320
258,2023-01-26,26,67,18,5,900
1134,2023-04-14,12,67,6,4,300
2505,2023-08-22,24,67,10,5,500
3706,2023-10-06,5,67,9,4,450
4899,2023-11-17,6,67,24,5,1200
6454,2024-01-09,14,67,6.4,4,320
662,2023-03-03,4,68,12,5,600
1397,2023-05-07,28,68,6,5,300
1898,2023-06-24,24,68,10,4,500
2896,2023-09-10,21,68,13,5,650
3756,2023-10-07,9,68,14,5,700
6134,2023-12-29,14,68,6.4,4,320
6520,2024-01-12,1,68,7,4,350
8311,2024-03-12,3,68,5,4,250
8597,2024-03-22,3,68,5,4,250
9015,2024-04-18,4,68,12,4,600
9741,2024-07-13,2,68,18,5,900
10018,2024-08-16,4,68,12,5,600
8,2023-01-02,2,68,18,5,900
301,2023-01-30,23,68,5,5,250
865,2023-03-21,1,68,7,5,350
3696,2023-10-06,1,68,7,5,350
4571,2023-11-06,3,68,5,5,250
4684,2023-11-10,5,68,9,5,450
5067,2023-11-23,1,68,7,4,350
5263,2023-11-30,3,68,5,5,250
6434,2024-01-08,14,68,6.4,5,320
6438,2024-01-08,14,68,6.4,5,320
6853,2024-01-23,4,68,12,4,600
8527,2024-03-19,4,68,12,5,600
9087,2024-04-26,3,68,5,4,250
9093,2024-04-27,3,68,5,5,250
9136,2024-05-01,4,68,12,5,600
9657,2024-07-01,4,68,12,4,600
9682,2024-07-04,4,68,12,4,600
2062,2023-07-11,9,68,14,5,700
2223,2023-07-25,3,68,5,5,250
3811,2023-10-10,2,68,18,4,900
4330,2023-10-28,11,68,11,4,550
6631,2024-01-15,4,68,12,4,600
7204,2024-02-06,1,68,7,4,350
7872,2024-02-28,3,68,5,4,250
9882,2024-08-02,3,68,5,5,250
2640,2023-09-02,24,68,10,5,500
4497,2023-11-04,2,68,18,4,900
4555,2023-11-05,8,68,15,4,750
6851,2024-01-23,4,68,12,4,600
146,2023-01-17,1,68,7,5,350
1797,2023-06-12,14,68,6.4,4,320
3055,2023-09-15,24,68,10,4,500
625,2023-03-01,4,68,12,4,600
6407,2024-01-07,14,68,6.4,4,320
7183,2024-02-05,2,68,18,4,900
7218,2024-02-06,3,68,5,5,250
1802,2023-06-13,20,69,16,4,800
2702,2023-09-04,24,69,10,4,500
3591,2023-10-02,9,69,14,5,700
3634,2023-10-04,1,69,7,5,350
3835,2023-10-10,10,69,36,4,1800
7425,2024-02-12,3,69,5,4,250
9832,2024-07-25,4,69,12,5,600
10367,2024-09-30,1,69,7,5,350
10382,2024-10-01,1,69,7,4,350
175,2023-01-19,14,69,6.4,5,320
554,2023-02-22,27,69,4,5,200
2187,2023-07-22,4,69,12,4,600
2548,2023-08-26,24,69,10,5,500
2633,2023-09-01,24,69,10,4,500
3356,2023-09-25,21,69,13,5,650
4190,2023-10-23,10,69,36,5,1800
4526,2023-11-05,1,69,7,4,350
4852,2023-11-15,8,69,15,4,750
7148,2024-02-04,1,69,7,4,350
7841,2024-02-27,3,69,5,5,250
8072,2024-03-04,3,69,5,4,250
8621,2024-03-23,2,69,18,4,900
9043,2024-04-21,4,69,12,5,600
52,2023-01-06,15,69,7,5,350
678,2023-03-04,12,69,6,4,300
1149,2023-04-15,20,69,16,4,800
2270,2023-07-29,23,69,5,4,250
6603,2024-01-14,3,69,5,5,250
10069,2024-08-23,2,69,18,4,900
6721,2024-01-19,1,69,7,4,350
6955,2024-01-27,3,69,5,5,250
7604,2024-02-19,1,69,7,5,350
1508,2023-05-17,20,69,16,4,800
3294,2023-09-23,21,69,13,5,650
5896,2023-12-21,14,69,6.4,4,320
7846,2024-02-27,3,69,5,4,250
10225,2024-09-13,2,69,18,4,900
8584,2024-03-22,1,69,7,5,350
2328,2023-08-03,24,70,10,4,500
4366,2023-10-30,10,70,36,4,1800
5197,2023-11-28,1,70,7,5,350
5553,2023-12-09,4,70,12,5,600
5934,2023-12-22,14,70,6.4,5,320
6224,2024-01-01,14,70,6.4,5,320
6321,2024-01-04,14,70,6.4,4,320
8481,2024-03-18,3,70,5,4,250
9008,2024-04-18,1,70,7,5,350
9823,2024-07-24,3,70,5,4,250
10062,2024-08-22,3,70,5,4,250
1417,2023-05-09,12,70,6,5,300
1586,2023-05-24,20,70,16,5,800
2279,2023-07-30,11,70,11,5,550
2940,2023-09-11,22,70,8,5,400
3871,2023-10-12,4,70,12,5,600
3906,2023-10-13,5,70,9,4,450
5306,2023-12-01,6,70,24,5,1200
6686,2024-01-17,4,70,12,5,600
7193,2024-02-05,4,70,12,4,600
8273,2024-03-11,2,70,18,4,900
8431,2024-03-16,4,70,12,5,600
9383,2024-05-26,4,70,12,4,600
3271,2023-09-22,22,70,8,5,400
3914,2023-10-13,7,70,30,5,1500
5655,2023-12-12,11,70,11,5,550
8298,2024-03-12,1,70,7,5,350
8913,2024-04-06,1,70,7,5,350
141,2023-01-16,14,70,6.4,5,320
1227,2023-04-23,20,70,16,5,800
5377,2023-12-03,1,70,7,4,350
5421,2023-12-04,8,70,15,4,750
5730,2023-12-16,3,70,5,5,250
9621,2024-06-27,3,70,5,4,250
9883,2024-08-02,3,70,5,5,250
1772,2023-06-10,12,70,6,5,300
3279,2023-09-22,23,70,5,5,250
4569,2023-11-06,3,70,5,4,250
105,2023-01-12,21,71,13,4,650
3204,2023-09-20,21,71,13,5,650
4738,2023-11-12,2,71,18,4,900
7355,2024-02-11,1,71,7,4,350
7448,2024-02-13,3,71,5,5,250
10235,2024-09-13,4,71,12,4,600
513,2023-02-19,28,71,6,5,300
689,2023-03-04,26,71,18,4,900
1674,2023-06-02,14,71,6.4,4,320
1784,2023-06-11,7,71,30,5,1500
1835,2023-06-16,12,71,6,5,300
5620,2023-12-11,6,71,24,4,1200
6139,2023-12-29,14,71,6.4,4,320
7134,2024-02-03,3,71,5,4,250
7210,2024-02-06,2,71,18,4,900
7498,2024-02-15,3,71,5,5,250
7928,2024-03-01,2,71,18,5,900
8248,2024-03-10,2,71,18,5,900
9478,2024-06-08,3,71,5,4,250
10196,2024-09-09,2,71,18,4,900
179,2023-01-20,1,71,7,4,350
1845,2023-06-17,26,71,18,5,900
2011,2023-07-06,5,71,9,5,450
2216,2023-07-24,20,71,16,4,800
2542,2023-08-26,24,71,10,5,500
3668,2023-10-05,2,71,18,5,900
3873,2023-10-12,4,71,12,5,600
4409,2023-11-01,8,71,15,4,750
4511,2023-11-04,8,71,15,4,750
7013,2024-01-29,3,71,5,5,250
6213,2024-01-01,14,71,6.4,4,320
7645,2024-02-20,3,71,5,5,250
1062,2023-04-08,6,71,24,4,1200
7076,2024-01-31,4,71,12,4,600
8930,2024-04-09,1,71,7,5,350
237,2023-01-25,4,71,12,4,600
7016,2024-01-29,3,71,5,5,250
331,2023-02-01,23,72,5,4,250
855,2023-03-19,9,72,14,5,700
1836,2023-06-16,17,72,12,4,600
3037,2023-09-15,21,72,13,4,650
3341,2023-09-24,23,72,5,5,250
4154,2023-10-22,11,72,11,5,550
6098,2023-12-28,14,72,6.4,5,320
7033,2024-01-30,2,72,18,4,900
9041,2024-04-21,3,72,5,5,250
9607,2024-06-25,2,72,18,5,900
1400,2023-05-08,10,72,36,4,1800
1733,2023-06-06,18,72,9,4,450
1865,2023-06-21,1,72,7,5,350
3348,2023-09-24,24,72,10,4,500
3554,2023-10-01,23,72,5,5,250
4582,2023-11-06,8,72,15,4,750
4913,2023-11-18,1,72,7,5,350
5059,2023-11-22,11,72,11,4,550
6024,2023-12-25,14,72,6.4,4,320
6650,2024-01-16,3,72,5,5,250
7161,2024-02-04,2,72,18,4,900
8435,2024-03-17,1,72,7,4,350
8644,2024-03-24,2,72,18,5,900
9345,2024-05-23,3,72,5,5,250
10164,2024-09-05,3,72,5,4,250
314,2023-01-31,21,72,13,5,650
503,2023-02-18,11,72,11,5,550
767,2023-03-11,14,72,6.4,5,320
1126,2023-04-13,25,72,12,5,600
2029,2023-07-08,4,72,12,5,600
2359,2023-08-07,24,72,10,5,500
2428,2023-08-14,24,72,10,4,500
3496,2023-09-29,23,72,5,5,250
4722,2023-11-11,8,72,15,4,750
6356,2024-01-05,14,72,6.4,4,320
6756,2024-01-20,2,72,18,5,900
6930,2024-01-26,3,72,5,5,250
7584,2024-02-18,2,72,18,4,900
2693,2023-09-03,24,72,10,4,500
3997,2023-10-16,8,72,15,4,750
5349,2023-12-02,3,72,5,4,250
2049,2023-07-09,27,72,4,4,200
9215,2024-05-09,1,72,7,4,350
133,2023-01-16,5,72,9,4,450
1236,2023-04-24,12,73,6,5,300
3921,2023-10-13,11,73,11,4,550
5544,2023-12-09,1,73,7,5,350
5727,2023-12-16,2,73,18,4,900
6113,2023-12-28,14,73,6.4,5,320
7306,2024-02-09,3,73,5,4,250
7542,2024-02-17,1,73,7,5,350
8148,2024-03-06,4,73,12,4,600
8177,2024-03-08,1,73,7,5,350
9918,2024-08-05,4,73,12,4,600
824,2023-03-16,15,73,7,4,350
1244,2023-04-25,6,73,24,4,1200
1392,2023-05-07,9,73,14,5,700
3681,2023-10-05,8,73,15,4,750
3740,2023-10-07,4,73,12,5,600
4147,2023-10-22,9,73,14,5,700
4492,2023-11-03,11,73,11,5,550
6048,2023-12-26,14,73,6.4,4,320
8021,2024-03-02,4,73,12,4,600
8525,2024-03-19,3,73,5,4,250
9010,2024-04-18,2,73,18,5,900
10219,2024-09-12,4,73,12,4,600
10253,2024-09-16,4,73,12,5,600
215,2023-01-24,1,73,7,4,350
242,2023-01-25,15,73,7,4,350
1108,2023-04-11,26,73,18,5,900
1293,2023-04-29,1,73,7,4,350
1820,2023-06-15,8,73,15,5,750
1950,2023-07-01,10,73,36,5,1800
4507,2023-11-04,6,73,24,4,1200
4847,2023-11-15,5,73,9,4,450
8669,2024-03-24,4,73,12,5,600
1350,2023-05-03,22,73,8,5,400
3967,2023-10-15,5,73,9,5,450
10245,2024-09-15,1,73,7,4,350
2337,2023-08-05,24,73,10,5,500
3163,2023-09-19,21,73,13,5,650
4675,2023-11-10,1,73,7,4,350
5167,2023-11-27,3,73,5,4,250
7310,2024-02-09,3,73,5,4,250
131,2023-01-16,3,74,5,5,250
1782,2023-06-11,5,74,9,4,450
1816,2023-06-14,26,74,18,4,900
1860,2023-06-20,12,74,6,4,300
2654,2023-09-02,24,74,10,4,500
4994,2023-11-20,5,74,9,5,450
5090,2023-11-24,1,74,7,4,350
7228,2024-02-07,1,74,7,4,350
7392,2024-02-11,4,74,12,5,600
8470,2024-03-18,1,74,7,4,350
9434,2024-06-01,3,74,5,5,250
84,2023-01-10,20,74,16,4,800
2167,2023-07-21,1,74,7,5,350
2920,2023-09-10,23,74,5,4,250
3456,2023-09-28,23,74,5,5,250
4792,2023-11-13,9,74,14,4,700
5604,2023-12-10,11,74,11,5,550
7577,2024-02-18,1,74,7,5,350
8474,2024-03-18,2,74,18,4,900
9458,2024-06-05,2,74,18,5,900
10361,2024-09-29,2,74,18,4,900
117,2023-01-14,15,74,7,5,350
1039,2023-04-06,14,74,6.4,5,320
1531,2023-05-19,13,74,9,4,450
1727,2023-06-06,12,74,6,5,300
2308,2023-08-02,11,74,11,4,550
3497,2023-09-29,23,74,5,5,250
3562,2023-10-01,23,74,5,5,250
3840,2023-10-10,11,74,11,5,550
3891,2023-10-12,9,74,14,5,700
4173,2023-10-23,5,74,9,5,450
9193,2024-05-07,3,74,5,4,250
2592,2023-08-30,24,74,10,5,500
2972,2023-09-12,23,74,5,4,250
7251,2024-02-07,4,74,12,4,600
1990,2023-07-04,9,74,14,5,700
6203,2023-12-31,14,74,6.4,4,320
7496,2024-02-15,2,74,18,4,900
7666,2024-02-21,3,74,5,4,250
7708,2024-02-23,1,74,7,5,350
2625,2023-09-01,24,74,10,4,500
5985,2023-12-24,14,74,6.4,5,320
7965,2024-03-02,1,74,7,4,350
9998,2024-08-13,4,74,12,4,600
203,2023-01-22,26,75,18,4,900
576,2023-02-24,17,75,12,5,600
1899,2023-06-24,26,75,18,4,900
2302,2023-08-01,18,75,9,5,450
3602,2023-10-02,21,75,13,5,650
5821,2023-12-19,5,75,9,4,450
7128,2024-02-03,2,75,18,4,900
7785,2024-02-25,4,75,12,4,600
10264,2024-09-18,3,75,5,5,250
1664,2023-06-01,24,75,10,5,500
1947,2023-07-01,6,75,24,5,1200
2757,2023-09-06,24,75,10,5,500
3834,2023-10-10,9,75,14,4,700
4850,2023-11-15,7,75,30,4,1500
8084,2024-03-04,4,75,12,5,600
9115,2024-04-30,4,75,12,4,600
414,2023-02-10,1,75,7,5,350
2313,2023-08-02,24,75,10,5,500
2467,2023-08-18,24,75,10,5,500
2797,2023-09-07,23,75,5,5,250
6566,2024-01-13,2,75,18,4,900
6787,2024-01-21,2,75,18,4,900
8421,2024-03-16,4,75,12,4,600
2675,2023-09-03,24,75,10,4,500
8904,2024-04-05,2,75,18,4,900
6655,2024-01-16,3,75,5,5,250
7112,2024-02-02,3,75,5,4,250
8476,2024-03-18,2,75,18,4,900
67,2023-01-08,21,76,13,4,650
622,2023-02-28,27,76,4,5,200
883,2023-03-22,18,76,9,5,450
1535,2023-05-19,23,76,5,4,250
2315,2023-08-02,24,76,10,4,500
2525,2023-08-24,24,76,10,5,500
4928,2023-11-18,7,76,30,4,1500
7196,2024-02-05,4,76,12,5,600
8217,2024-03-09,2,76,18,4,900
9913,2024-08-05,2,76,18,4,900
10198,2024-09-09,4,76,12,5,600
10232,2024-09-13,4,76,12,5,600
10246,2024-09-15,2,76,18,5,900
36,2023-01-04,22,76,8,4,400
4681,2023-11-10,4,76,12,5,600
5152,2023-11-26,6,76,24,4,1200
5159,2023-11-26,10,76,36,4,1800
5190,2023-11-27,9,76,14,5,700
5491,2023-12-07,6,76,24,5,1200
6009,2023-12-25,14,76,6.4,4,320
6484,2024-01-10,14,76,6.4,5,320
9754,2024-07-14,4,76,12,5,600
183,2023-01-20,13,76,9,4,450
415,2023-02-10,2,76,18,4,900
597,2023-02-26,13,76,9,4,450
1913,2023-06-27,10,76,36,4,1800
2550,2023-08-26,24,76,10,5,500
2553,2023-08-26,24,76,10,4,500
2565,2023-08-28,24,76,10,5,500
2894,2023-09-10,21,76,13,4,650
3419,2023-09-27,22,76,8,5,400
3603,2023-10-02,22,76,8,5,400
3650,2023-10-04,6,76,24,5,1200
4513,2023-11-04,9,76,14,5,700
5465,2023-12-06,7,76,30,4,1500
5702,2023-12-15,1,76,7,4,350
574,2023-02-24,12,76,6,5,300
7389,2024-02-11,4,76,12,4,600
8701,2024-03-26,1,76,7,5,350
9248,2024-05-11,4,76,12,5,600
7832,2024-02-27,2,76,18,5,900
10083,2024-08-25,3,76,5,5,250
10130,2024-09-01,3,76,5,5,250
1440,2023-05-11,10,77,36,5,1800
1629,2023-05-29,4,77,12,4,600
4338,2023-10-29,2,77,18,5,900
5261,2023-11-30,3,77,5,5,250
5526,2023-12-08,7,77,30,4,1500
6382,2024-01-06,14,77,6.4,5,320
6741,2024-01-19,3,77,5,5,250
7401,2024-02-12,1,77,7,5,350
7970,2024-03-02,1,77,7,5,350
8353,2024-03-14,2,77,18,4,900
9689,2024-07-05,2,77,18,4,900
9959,2024-08-10,2,77,18,5,900
10079,2024-08-25,1,77,7,4,350
94,2023-01-11,20,77,16,5,800
1175,2023-04-19,7,77,30,4,1500
2560,2023-08-27,24,77,10,4,500
2598,2023-08-31,24,77,10,4,500
3278,2023-09-22,23,77,5,4,250
6061,2023-12-26,14,77,6.4,4,320
7062,2024-01-31,3,77,5,4,250
7464,2024-02-13,4,77,12,5,600
7597,2024-02-18,4,77,12,4,600
591,2023-02-25,28,77,6,5,300
1014,2023-04-03,9,77,14,5,700
1599,2023-05-26,11,77,11,5,550
4042,2023-10-18,6,77,24,5,1200
4915,2023-11-18,3,77,5,5,250
10206,2024-09-11,1,77,7,5,350
461,2023-02-14,19,77,6,4,300
1317,2023-05-01,12,77,6,4,300
5924,2023-12-22,14,77,6.4,4,320
7250,2024-02-07,4,77,12,4,600
442,2023-02-12,26,77,18,4,900
3770,2023-10-08,7,77,30,5,1500
6271,2024-01-03,14,77,6.4,4,320
8129,2024-03-06,1,77,7,4,350
9025,2024-04-19,3,77,5,4,250
9045,2024-04-22,1,77,7,4,350
327,2023-02-01,13,77,9,5,450
1372,2023-05-05,15,77,7,5,350
3624,2023-10-03,7,77,30,4,1500
4523,2023-11-04,11,77,11,4,550
5099,2023-11-24,4,77,12,4,600
5456,2023-12-06,2,77,18,4,900
8335,2024-03-13,3,77,5,4,250
578,2023-02-24,23,78,5,5,250
605,2023-02-26,28,78,6,5,300
1457,2023-05-13,3,78,5,4,250
1669,2023-06-02,9,78,14,4,700
3524,2023-09-30,23,78,5,5,250
4186,2023-10-23,9,78,14,5,700
5611,2023-12-11,2,78,18,4,900
6637,2024-01-16,1,78,7,5,350
6985,2024-01-28,4,78,12,5,600
7465,2024-02-13,4,78,12,4,600
7621,2024-02-19,4,78,12,4,600
8101,2024-03-05,2,78,18,4,900
9351,2024-05-23,4,78,12,5,600
9651,2024-07-01,3,78,5,4,250
9929,2024-08-06,4,78,12,5,600
1385,2023-05-06,18,78,9,5,450
1790,2023-06-11,17,78,12,4,600
2104,2023-07-15,19,78,6,4,300
3229,2023-09-21,21,78,13,4,650
3929,2023-10-14,2,78,18,5,900
5754,2023-12-17,2,78,18,4,900
5884,2023-12-21,14,78,6.4,4,320
6536,2024-01-12,3,78,5,5,250
8753,2024-03-28,2,78,18,4,900
9030,2024-04-20,1,78,7,5,350
10029,2024-08-18,4,78,12,4,600
684,2023-03-04,20,78,16,5,800
2630,2023-09-01,24,78,10,5,500
2903,2023-09-10,22,78,8,5,400
3749,2023-10-07,6,78,24,5,1200
4106,2023-10-21,2,78,18,5,900
4530,2023-11-05,2,78,18,5,900
5536,2023-12-08,9,78,14,4,700
9260,2024-05-13,3,78,5,4,250
3291,2023-09-22,24,78,10,4,500
6244,2024-01-02,14,78,6.4,4,320
6806,2024-01-22,1,78,7,4,350
572,2023-02-24,9,78,14,4,700
2198,2023-07-22,23,78,5,4,250
4859,2023-11-15,9,78,14,4,700
8257,2024-03-10,4,78,12,5,600
78,2023-01-10,4,78,12,4,600
1129,2023-04-14,8,78,15,5,750
1938,2023-06-30,6,78,24,5,1200
3206,2023-09-20,22,78,8,5,400
7206,2024-02-06,1,78,7,4,350
3261,2023-09-22,21,79,13,5,650
6778,2024-01-21,1,79,7,5,350
6864,2024-01-24,1,79,7,4,350
6968,2024-01-28,1,79,7,4,350
7098,2024-02-01,4,79,12,4,600
1034,2023-04-05,26,79,18,4,900
1321,2023-05-01,19,79,6,5,300
1610,2023-05-27,3,79,5,4,250
2905,2023-09-10,22,79,8,4,400
4436,2023-11-02,4,79,12,4,600
6535,2024-01-12,3,79,5,4,250
6679,2024-01-17,3,79,5,5,250
7140,2024-02-03,4,79,12,5,600
7595,2024-02-18,4,79,12,5,600
7722,2024-02-23,3,79,5,4,250
8033,2024-03-03,1,79,7,4,350
8139,2024-03-06,2,79,18,4,900
8198,2024-03-08,3,79,5,5,250
8605,2024-03-23,1,79,7,5,350
8635,2024-03-23,4,79,12,5,600
9676,2024-07-04,1,79,7,4,350
360,2023-02-04,1,79,7,5,350
1651,2023-05-31,26,79,18,5,900
2199,2023-07-22,24,79,10,5,500
2242,2023-07-26,20,79,16,4,800
5058,2023-11-22,10,79,36,4,1800
4250,2023-10-26,4,79,12,5,600
6260,2024-01-03,14,79,6.4,5,320
10221,2024-09-13,1,79,7,4,350
534,2023-02-21,19,80,6,4,300
1729,2023-06-06,15,80,7,5,350
3280,2023-09-22,23,80,5,5,250
4469,2023-11-03,3,80,5,5,250
5301,2023-12-01,5,80,9,5,450
7703,2024-02-23,1,80,7,4,350
9874,2024-08-01,3,80,5,4,250
1112,2023-04-12,3,80,5,5,250
1672,2023-06-02,12,80,6,5,300
3533,2023-10-01,21,80,13,4,650
3854,2023-10-11,8,80,15,4,750
6528,2024-01-12,2,80,18,5,900
7057,2024-01-31,2,80,18,5,900
7305,2024-02-09,3,80,5,5,250
7796,2024-02-26,1,80,7,4,350
2965,2023-09-12,22,80,8,5,400
3768,2023-10-08,6,80,24,4,1200
4270,2023-10-27,4,80,12,4,600
345,2023-02-02,28,80,6,4,300
853,2023-03-19,8,80,15,4,750
3598,2023-10-02,21,80,13,4,650
10070,2024-08-23,2,80,18,5,900
416,2023-02-10,6,80,24,4,1200
4440,2023-11-02,5,80,9,4,450
8199,2024-03-08,3,80,5,5,250
8511,2024-03-19,2,80,18,4,900
1155,2023-04-16,11,81,11,4,550
1403,2023-05-08,18,81,9,5,450
1568,2023-05-23,2,81,18,4,900
1724,2023-06-06,8,81,15,4,750
3511,2023-09-30,22,81,8,5,400
3755,2023-10-07,8,81,15,5,750
4183,2023-10-23,8,81,15,5,750
6425,2024-01-08,14,81,6.4,5,320
6969,2024-01-28,1,81,7,5,350
9642,2024-06-30,2,81,18,5,900
213,2023-01-23,26,81,18,5,900
2090,2023-07-14,2,81,18,5,900
2140,2023-07-18,15,81,7,5,350
2182,2023-07-21,25,81,12,5,600
2206,2023-07-23,20,81,16,5,800
3722,2023-10-06,11,81,11,4,550
3917,2023-10-13,9,81,14,5,700
4093,2023-10-20,5,81,9,5,450
4462,2023-11-02,11,81,11,5,550
4602,2023-11-07,9,81,14,5,700
4803,2023-11-14,3,81,5,4,250
4805,2023-11-14,4,81,12,4,600
7552,2024-02-17,2,81,18,4,900
9137,2024-05-01,4,81,12,5,600
9273,2024-05-14,3,81,5,5,250
9490,2024-06-10,2,81,18,5,900
10081,2024-08-25,2,81,18,5,900
10249,2024-09-15,4,81,12,5,600
1017,2023-04-03,20,81,16,5,800
1158,2023-04-17,6,81,24,5,1200
3989,2023-10-16,4,81,12,4,600
4247,2023-10-26,3,81,5,4,250
7133,2024-02-03,3,81,5,4,250
9332,2024-05-21,3,81,5,4,250
1314,2023-05-01,4,81,12,4,600
5212,2023-11-28,8,81,15,5,750
7701,2024-02-22,4,81,12,4,600
1076,2023-04-09,5,81,9,5,450
1905,2023-06-25,28,81,6,4,300
5045,2023-11-22,3,81,5,5,250
6593,2024-01-14,1,81,7,5,350
8038,2024-03-03,2,81,18,5,900
8762,2024-03-28,3,81,5,4,250
9300,2024-05-17,1,81,7,4,350
252,2023-01-26,18,81,9,5,450
4375,2023-10-31,4,81,12,5,600
5286,2023-12-01,2,81,18,5,900
8225,2024-03-09,2,81,18,5,900
444,2023-02-13,5,82,9,5,450
506,2023-02-18,22,82,8,4,400
851,2023-03-18,26,82,18,4,900
1817,2023-06-14,27,82,4,5,200
1901,2023-06-25,9,82,14,4,700
2701,2023-09-04,24,82,10,4,500
3321,2023-09-23,24,82,10,5,500
3344,2023-09-24,23,82,5,5,250
6594,2024-01-14,1,82,7,4,350
566,2023-02-23,22,82,8,4,400
1868,2023-06-21,4,82,12,5,600
2060,2023-07-11,6,82,24,4,1200
2373,2023-08-09,24,82,10,4,500
2846,2023-09-08,24,82,10,5,500
4204,2023-10-24,6,82,24,5,1200
4860,2023-11-15,9,82,14,4,700
5501,2023-12-07,10,82,36,5,1800
6349,2024-01-05,14,82,6.4,5,320
8106,2024-03-05,3,82,5,4,250
9910,2024-08-05,2,82,18,5,900
409,2023-02-09,23,82,5,4,250
